ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
3262,Cust_1205,Prod_6,SHP_4525,01/08/2012,02/08/2012,ERIC HOFFMANN,MANITOBA,PRARIE,SMALL BUSINESS,3968,5,HIGH,1
3262,Cust_1205,Prod_4,SHP_4525,01/08/2012,02/08/2012,ERIC HOFFMANN,MANITOBA,PRARIE,SMALL BUSINESS,1273266,8,HIGH,1
3263,Cust_1218,Prod_16,SHP_4526,12/09/2011,14/09/2011,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,35127,22,LOW,2
3264,Cust_1183,Prod_6,SHP_4528,09/11/2010,09/11/2010,TANJA NORVELL,MANITOBA,PRARIE,CONSUMER,4989,9,CRITICAL,0
3264,Cust_1183,Prod_4,SHP_4528,09/11/2010,09/11/2010,TANJA NORVELL,MANITOBA,PRARIE,CONSUMER,1831529,25,CRITICAL,0
3265,Cust_1190,Prod_1,SHP_4530,02/06/2010,02/06/2010,TRACY ZIC,MANITOBA,PRARIE,CONSUMER,1033094,25,NOT SPECIFIED,0
3265,Cust_1190,Prod_17,SHP_4530,02/06/2010,02/06/2010,TRACY ZIC,MANITOBA,PRARIE,CONSUMER,59952,32,NOT SPECIFIED,0
3266,Cust_1188,Prod_10,SHP_4531,19/04/2010,21/04/2010,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,366216,26,LOW,2
3266,Cust_1188,Prod_1,SHP_4531,19/04/2010,21/04/2010,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,32937,21,LOW,2
3267,Cust_1219,Prod_1,SHP_4533,04/08/2010,04/08/2010,TOM ZANDUSKY,MANITOBA,PRARIE,HOME OFFICE,177167,30,CRITICAL,0
3267,Cust_1219,Prod_3,SHP_4533,04/08/2010,04/08/2010,TOM ZANDUSKY,MANITOBA,PRARIE,HOME OFFICE,167644,14,CRITICAL,0
3267,Cust_1219,Prod_10,SHP_4533,04/08/2010,04/08/2010,TOM ZANDUSKY,MANITOBA,PRARIE,HOME OFFICE,140607,14,CRITICAL,0
3268,Cust_1182,Prod_8,SHP_4536,11/03/2011,11/03/2011,THAIS SISSMAN,MANITOBA,PRARIE,CORPORATE,12749,6,NOT SPECIFIED,0
3269,Cust_1215,Prod_4,SHP_4537,25/09/2009,27/09/2009,SUE ANN REED,MANITOBA,PRARIE,CONSUMER,63427,2,CRITICAL,2
327,Cust_120,Prod_3,SHP_435,07/05/2010,07/05/2010,SUSAN VITTORINI,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,6036,24,CRITICAL,0
3270,Cust_1220,Prod_3,SHP_4540,21/06/2010,23/06/2010,DENNY JOY,MANITOBA,PRARIE,CORPORATE,55,8,MEDIUM,2
3270,Cust_1220,Prod_9,SHP_4540,21/06/2010,23/06/2010,DENNY JOY,MANITOBA,PRARIE,CORPORATE,5166,7,MEDIUM,2
3270,Cust_1220,Prod_12,SHP_4540,21/06/2010,23/06/2010,DENNY JOY,MANITOBA,PRARIE,CORPORATE,10773,37,MEDIUM,2
3271,Cust_1195,Prod_8,SHP_4541,18/11/2009,19/11/2009,STEVEN WARD,MANITOBA,PRARIE,CONSUMER,17455,4,HIGH,1
3272,Cust_1221,Prod_3,SHP_4543,04/02/2009,05/02/2009,HENIA ZYDLO,MANITOBA,PRARIE,HOME OFFICE,7434,32,MEDIUM,1
3272,Cust_1221,Prod_11,SHP_4543,04/02/2009,05/02/2009,HENIA ZYDLO,MANITOBA,PRARIE,HOME OFFICE,608905,43,MEDIUM,1
3272,Cust_1221,Prod_6,SHP_4543,04/02/2009,05/02/2009,HENIA ZYDLO,MANITOBA,PRARIE,HOME OFFICE,2288,35,MEDIUM,1
3273,Cust_1222,Prod_13,SHP_4545,24/06/2011,25/06/2011,TRACY COLLINS,MANITOBA,PRARIE,CONSUMER,16625,46,NOT SPECIFIED,1
3273,Cust_1222,Prod_6,SHP_4545,24/06/2011,25/06/2011,TRACY COLLINS,MANITOBA,PRARIE,CONSUMER,8397,44,NOT SPECIFIED,1
3274,Cust_1180,Prod_8,SHP_4546,18/07/2010,18/07/2010,VALERIE DOMINGUEZ,MANITOBA,PRARIE,CORPORATE,74599,46,MEDIUM,0
3275,Cust_1185,Prod_4,SHP_4547,27/09/2011,29/09/2011,MICHAEL MOORE,MANITOBA,PRARIE,CORPORATE,4739855,6,HIGH,2
3276,Cust_1223,Prod_5,SHP_4548,04/10/2009,04/10/2009,NATALIE WEBBER,MANITOBA,PRARIE,CONSUMER,154843,24,MEDIUM,0
3276,Cust_1223,Prod_8,SHP_4548,04/10/2009,04/10/2009,NATALIE WEBBER,MANITOBA,PRARIE,CONSUMER,5484,10,MEDIUM,0
3277,Cust_1224,Prod_4,SHP_4551,12/03/2010,13/03/2010,TOBY KNIGHT,MANITOBA,PRARIE,CONSUMER,21859535,21,NOT SPECIFIED,1
3278,Cust_1225,Prod_6,SHP_4552,31/01/2009,02/02/2009,MARIA ZETTNER,MANITOBA,PRARIE,CORPORATE,25791,36,NOT SPECIFIED,2
3279,Cust_1199,Prod_1,SHP_4553,07/08/2012,09/08/2012,NICK RADFORD,MANITOBA,PRARIE,CORPORATE,62166,38,NOT SPECIFIED,2
328,Cust_121,Prod_2,SHP_436,08/01/2011,09/01/2011,SYLVIA FOULSTON,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,19363,36,MEDIUM,1
3280,Cust_1226,Prod_8,SHP_4554,17/09/2010,19/09/2010,THEA HUDGINGS,MANITOBA,PRARIE,CONSUMER,76596,26,MEDIUM,2
3281,Cust_1227,Prod_10,SHP_4555,04/12/2012,06/12/2012,NATALIE WEBBER,MANITOBA,PRARIE,CORPORATE,1029,1,HIGH,2
3282,Cust_1189,Prod_17,SHP_4556,27/09/2010,29/09/2010,ROSS BAIRD,MANITOBA,PRARIE,CORPORATE,217496,8,LOW,2
3283,Cust_1201,Prod_3,SHP_4557,24/12/2012,26/12/2012,MAURICE SATTY,MANITOBA,PRARIE,CORPORATE,5103,7,NOT SPECIFIED,2
3284,Cust_1183,Prod_1,SHP_4558,28/05/2009,30/05/2009,TANJA NORVELL,MANITOBA,PRARIE,CONSUMER,55029,30,CRITICAL,2
3285,Cust_1184,Prod_6,SHP_4559,01/01/2011,08/01/2011,LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,6284,11,LOW,7
3286,Cust_1194,Prod_1,SHP_4560,01/10/2009,03/10/2009,ROY SKARIA,MANITOBA,PRARIE,CORPORATE,715656,50,NOT SPECIFIED,2
3287,Cust_1197,Prod_15,SHP_4561,08/11/2009,13/11/2009,RYAN CROWE,MANITOBA,PRARIE,SMALL BUSINESS,648195,29,LOW,5
3288,Cust_1227,Prod_6,SHP_4562,22/11/2012,26/11/2012,NATALIE WEBBER,MANITOBA,PRARIE,CORPORATE,246915,49,LOW,4
3289,Cust_1215,Prod_6,SHP_4563,23/10/2010,25/10/2010,SUE ANN REED,MANITOBA,PRARIE,CONSUMER,15878,23,LOW,2
3289,Cust_1215,Prod_3,SHP_4563,23/10/2010,25/10/2010,SUE ANN REED,MANITOBA,PRARIE,CONSUMER,46342,33,LOW,2
329,Cust_122,Prod_1,SHP_439,09/07/2012,09/07/2012,DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,32543,5,HIGH,0
329,Cust_122,Prod_5,SHP_439,09/07/2012,09/07/2012,DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,1423,4,HIGH,0
329,Cust_122,Prod_6,SHP_439,09/07/2012,09/07/2012,DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,27207,39,HIGH,0
3290,Cust_1206,Prod_15,SHP_4564,21/01/2011,22/01/2011,JILL STEVENSON,MANITOBA,PRARIE,CONSUMER,997,4,NOT SPECIFIED,1
3291,Cust_1178,Prod_4,SHP_4565,06/02/2012,07/02/2012,PENELOPE SEWALL,MANITOBA,PRARIE,HOME OFFICE,23579085,43,NOT SPECIFIED,1
3292,Cust_1210,Prod_6,SHP_4566,01/01/2011,02/01/2011,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,7267,15,HIGH,1
3293,Cust_1194,Prod_13,SHP_4567,27/06/2012,29/06/2012,ROY SKARIA,MANITOBA,PRARIE,CORPORATE,9908,50,LOW,2
3294,Cust_1228,Prod_16,SHP_4568,30/09/2012,01/10/2012,NORA PELLETIER,MANITOBA,PRARIE,CORPORATE,2572,2,CRITICAL,1
3295,Cust_1226,Prod_6,SHP_4570,16/12/2012,17/12/2012,THEA HUDGINGS,MANITOBA,PRARIE,CONSUMER,20421,32,CRITICAL,1
3296,Cust_1210,Prod_13,SHP_4571,17/01/2010,19/01/2010,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,22388,33,CRITICAL,2
3297,Cust_1230,Prod_14,SHP_4572,24/06/2011,25/06/2011,NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,135717,29,NOT SPECIFIED,1
3297,Cust_1230,Prod_15,SHP_4572,24/06/2011,25/06/2011,NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,13127,5,NOT SPECIFIED,1
3298,Cust_1220,Prod_6,SHP_4574,16/12/2009,17/12/2009,DENNY JOY,MANITOBA,PRARIE,CORPORATE,7872,10,CRITICAL,1
3299,Cust_1177,Prod_5,SHP_5504,23/09/2012,25/09/2012,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,53557,21,LOW,2
3299,Cust_1177,Prod_6,SHP_5504,23/09/2012,25/09/2012,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,36459,43,LOW,2
3299,Cust_1177,Prod_3,SHP_5504,23/09/2012,25/09/2012,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,78885,21,LOW,2
33,Cust_16,Prod_6,SHP_43,31/08/2011,01/09/2011,ANNIE CYPRUS,NUNAVUT,NUNAVUT,HOME OFFICE,4959,3,HIGH,1
33,Cust_16,Prod_12,SHP_43,31/08/2011,01/09/2011,ANNIE CYPRUS,NUNAVUT,NUNAVUT,HOME OFFICE,18783,50,HIGH,1
33,Cust_16,Prod_4,SHP_43,31/08/2011,01/09/2011,ANNIE CYPRUS,NUNAVUT,NUNAVUT,HOME OFFICE,12100515,30,HIGH,1
330,Cust_123,Prod_5,SHP_440,09/03/2009,10/03/2009,DOROTHY BADDERS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,84353,42,HIGH,1
3300,Cust_1180,Prod_1,SHP_4578,30/10/2011,30/10/2011,VALERIE DOMINGUEZ,MANITOBA,PRARIE,CORPORATE,31225,9,LOW,0
3300,Cust_1180,Prod_7,SHP_4578,30/10/2011,30/10/2011,VALERIE DOMINGUEZ,MANITOBA,PRARIE,CORPORATE,666,26,LOW,0
3301,Cust_1210,Prod_16,SHP_4579,01/11/2012,03/11/2012,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,7063,36,NOT SPECIFIED,2
3302,Cust_1203,Prod_17,SHP_4580,24/06/2012,29/06/2012,VICTOR PRICE,MANITOBA,PRARIE,CONSUMER,8975,6,LOW,5
3303,Cust_1223,Prod_2,SHP_4581,14/03/2010,16/03/2010,NATALIE WEBBER,MANITOBA,PRARIE,CONSUMER,47838,41,MEDIUM,2
3304,Cust_1191,Prod_5,SHP_4582,26/09/2009,28/09/2009,JACK GARZA,MANITOBA,PRARIE,CORPORATE,24715,6,CRITICAL,2
3305,Cust_1188,Prod_8,SHP_4583,11/02/2010,12/02/2010,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,72682,25,MEDIUM,1
3305,Cust_1188,Prod_17,SHP_4583,11/02/2010,12/02/2010,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,31493,30,MEDIUM,1
3306,Cust_1181,Prod_11,SHP_4585,30/06/2009,30/06/2009,SUSAN MACKENDRICK,MANITOBA,PRARIE,CORPORATE,960194,28,CRITICAL,0
3306,Cust_1181,Prod_12,SHP_4585,30/06/2009,30/06/2009,SUSAN MACKENDRICK,MANITOBA,PRARIE,CORPORATE,11524,44,CRITICAL,0
3307,Cust_1231,Prod_4,SHP_4587,04/03/2009,08/03/2009,MICK CREBAGGA,MANITOBA,PRARIE,CORPORATE,973862,6,LOW,4
3308,Cust_1221,Prod_8,SHP_4588,06/10/2010,13/10/2010,HENIA ZYDLO,MANITOBA,PRARIE,HOME OFFICE,162467,35,LOW,7
3309,Cust_1210,Prod_7,SHP_4589,30/10/2009,06/11/2009,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,11606,47,LOW,7
331,Cust_124,Prod_8,SHP_443,30/12/2011,31/12/2011,HENRY GOLDWYN,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,83555,18,HIGH,1
331,Cust_124,Prod_15,SHP_443,30/12/2011,31/12/2011,HENRY GOLDWYN,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,1046903,23,HIGH,1
3310,Cust_1218,Prod_13,SHP_4590,18/09/2010,22/09/2010,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,3942,10,LOW,4
3310,Cust_1218,Prod_8,SHP_4590,18/09/2010,22/09/2010,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,80144,35,LOW,4
3310,Cust_1218,Prod_5,SHP_4590,18/09/2010,22/09/2010,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,119406,22,LOW,4
3311,Cust_1218,Prod_13,SHP_4593,15/04/2011,15/04/2011,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,37702,49,LOW,0
3311,Cust_1218,Prod_11,SHP_4593,15/04/2011,15/04/2011,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,733924,48,LOW,0
3312,Cust_1230,Prod_6,SHP_4595,13/07/2011,14/07/2011,NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,20399,28,NOT SPECIFIED,1
3312,Cust_1230,Prod_3,SHP_4595,13/07/2011,14/07/2011,NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,13707,38,NOT SPECIFIED,1
3313,Cust_1226,Prod_10,SHP_4596,25/12/2009,01/01/2010,THEA HUDGINGS,MANITOBA,PRARIE,CONSUMER,296296,48,LOW,7
3313,Cust_1226,Prod_9,SHP_4596,25/12/2009,01/01/2010,THEA HUDGINGS,MANITOBA,PRARIE,CONSUMER,78293,48,LOW,7
3314,Cust_1201,Prod_13,SHP_4598,15/04/2011,16/04/2011,MAURICE SATTY,MANITOBA,PRARIE,CORPORATE,3416,17,MEDIUM,1
3315,Cust_1219,Prod_8,SHP_4599,18/08/2009,20/08/2009,TOM ZANDUSKY,MANITOBA,PRARIE,HOME OFFICE,2449,5,CRITICAL,2
3316,Cust_1223,Prod_4,SHP_4600,01/02/2011,03/02/2011,NATALIE WEBBER,MANITOBA,PRARIE,CONSUMER,125273,2,HIGH,2
3317,Cust_1185,Prod_6,SHP_4601,30/12/2011,01/01/2012,MICHAEL MOORE,MANITOBA,PRARIE,CORPORATE,20933,39,NOT SPECIFIED,2
3318,Cust_1210,Prod_6,SHP_4603,09/03/2012,09/03/2012,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,26561,41,LOW,0
3318,Cust_1210,Prod_1,SHP_4603,09/03/2012,09/03/2012,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,48503,27,LOW,0
3319,Cust_1232,Prod_15,SHP_4604,15/12/2011,16/12/2011,JAMIE FRAZER,MANITOBA,PRARIE,SMALL BUSINESS,203933,21,MEDIUM,1
332,Cust_117,Prod_13,SHP_444,29/03/2009,31/03/2009,GRANT CARROLL,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,21593,18,NOT SPECIFIED,2
3320,Cust_1227,Prod_3,SHP_4605,18/01/2009,18/01/2009,NATALIE WEBBER,MANITOBA,PRARIE,CORPORATE,284254,50,HIGH,0
3321,Cust_1211,Prod_13,SHP_4606,25/11/2011,29/11/2011,JOSEPH AIRDO,MANITOBA,PRARIE,CONSUMER,4024,24,LOW,4
3322,Cust_1198,Prod_12,SHP_4607,17/07/2009,18/07/2009,IRENE MADDOX,MANITOBA,PRARIE,CONSUMER,9877,21,CRITICAL,1
3323,Cust_1190,Prod_3,SHP_4609,20/07/2010,22/07/2010,TRACY ZIC,MANITOBA,PRARIE,CONSUMER,181125,21,LOW,2
3323,Cust_1190,Prod_11,SHP_4609,20/07/2010,22/07/2010,TRACY ZIC,MANITOBA,PRARIE,CONSUMER,264295,10,LOW,2
3324,Cust_1178,Prod_6,SHP_4613,16/04/2010,16/04/2010,PENELOPE SEWALL,MANITOBA,PRARIE,HOME OFFICE,14031,20,HIGH,0
3324,Cust_1178,Prod_8,SHP_4613,16/04/2010,16/04/2010,PENELOPE SEWALL,MANITOBA,PRARIE,HOME OFFICE,61415,15,HIGH,0
3324,Cust_1178,Prod_12,SHP_4613,16/04/2010,16/04/2010,PENELOPE SEWALL,MANITOBA,PRARIE,HOME OFFICE,15424,31,HIGH,0
3325,Cust_1193,Prod_4,SHP_4614,13/03/2011,17/03/2011,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,66597415,42,LOW,4
3325,Cust_1193,Prod_2,SHP_4614,13/03/2011,17/03/2011,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,146042,20,LOW,4
3326,Cust_1206,Prod_4,SHP_4616,27/11/2012,29/11/2012,JILL STEVENSON,MANITOBA,PRARIE,CONSUMER,26017905,45,MEDIUM,2
3327,Cust_1195,Prod_5,SHP_4617,02/01/2011,04/01/2011,STEVEN WARD,MANITOBA,PRARIE,CONSUMER,122718,50,HIGH,2
3328,Cust_1210,Prod_10,SHP_4618,13/04/2012,15/04/2012,GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,427861,30,HIGH,2
3329,Cust_1179,Prod_11,SHP_4620,22/08/2009,23/08/2009,SEAN BRAXTON,MANITOBA,PRARIE,SMALL BUSINESS,17553,12,NOT SPECIFIED,1
3329,Cust_1179,Prod_6,SHP_4620,22/08/2009,23/08/2009,SEAN BRAXTON,MANITOBA,PRARIE,SMALL BUSINESS,1101994,1,NOT SPECIFIED,1
333,Cust_125,Prod_3,SHP_445,13/02/2011,15/02/2011,CHAD CUNNINGHAM,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,14024,30,CRITICAL,2
3330,Cust_1184,Prod_1,SHP_4621,26/03/2011,28/03/2011,LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,398123,21,MEDIUM,2
3330,Cust_1184,Prod_4,SHP_4621,26/03/2011,28/03/2011,LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,24582425,20,MEDIUM,2
3330,Cust_1184,Prod_12,SHP_4621,26/03/2011,28/03/2011,LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,20511,44,MEDIUM,2
3331,Cust_1194,Prod_11,SHP_4622,06/02/2012,08/02/2012,ROY SKARIA,MANITOBA,PRARIE,CORPORATE,1103616,46,HIGH,2
3332,Cust_1177,Prod_6,SHP_4623,07/05/2009,07/05/2009,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,11571,18,HIGH,0
3333,Cust_1196,Prod_15,SHP_4626,26/01/2009,27/01/2009,TANJA NORVELL,MANITOBA,PRARIE,CORPORATE,40371,15,HIGH,1
3333,Cust_1196,Prod_17,SHP_4626,26/01/2009,27/01/2009,TANJA NORVELL,MANITOBA,PRARIE,CORPORATE,45873,31,HIGH,1
3333,Cust_1196,Prod_1,SHP_4626,26/01/2009,27/01/2009,TANJA NORVELL,MANITOBA,PRARIE,CORPORATE,124345,39,HIGH,1
3334,Cust_1177,Prod_9,SHP_4627,19/03/2012,20/03/2012,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,17523,46,HIGH,1
3335,Cust_1218,Prod_6,SHP_4628,26/05/2010,28/05/2010,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,22458,43,HIGH,2
3336,Cust_1197,Prod_4,SHP_4629,09/05/2012,11/05/2012,RYAN CROWE,MANITOBA,PRARIE,SMALL BUSINESS,3092215,7,CRITICAL,2
3336,Cust_1197,Prod_2,SHP_4629,09/05/2012,11/05/2012,RYAN CROWE,MANITOBA,PRARIE,SMALL BUSINESS,34336,6,CRITICAL,2
3337,Cust_1187,Prod_13,SHP_4630,03/12/2010,05/12/2010,TROY BLACKWELL,MANITOBA,PRARIE,HOME OFFICE,4883,23,NOT SPECIFIED,2
3337,Cust_1187,Prod_2,SHP_4630,03/12/2010,05/12/2010,TROY BLACKWELL,MANITOBA,PRARIE,HOME OFFICE,247799,30,NOT SPECIFIED,2
3338,Cust_1218,Prod_6,SHP_4631,13/01/2009,15/01/2009,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,29776,50,LOW,2
3339,Cust_1180,Prod_1,SHP_4632,05/01/2009,06/01/2009,VALERIE DOMINGUEZ,MANITOBA,PRARIE,CORPORATE,25741,43,MEDIUM,1
334,Cust_126,Prod_8,SHP_446,28/01/2011,28/01/2011,BETH THOMPSON,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,26694,10,NOT SPECIFIED,0
334,Cust_126,Prod_5,SHP_446,28/01/2011,28/01/2011,BETH THOMPSON,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,11385,26,NOT SPECIFIED,0
3340,Cust_1233,Prod_13,SHP_5230,23/11/2010,23/11/2010,MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,16304,29,NOT SPECIFIED,0
3340,Cust_1233,Prod_16,SHP_5230,23/11/2010,23/11/2010,MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,24143,35,NOT SPECIFIED,0
3340,Cust_1233,Prod_11,SHP_5230,23/11/2010,23/11/2010,MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,904126,31,NOT SPECIFIED,0
3341,Cust_1192,Prod_4,SHP_4635,19/11/2011,20/11/2011,GARY MCGARR,MANITOBA,PRARIE,HOME OFFICE,5544295,30,HIGH,1
3341,Cust_1192,Prod_6,SHP_4635,19/11/2011,20/11/2011,GARY MCGARR,MANITOBA,PRARIE,HOME OFFICE,9432,14,HIGH,1
3342,Cust_1202,Prod_12,SHP_4636,07/11/2009,10/11/2009,HENRY GOLDWYN,MANITOBA,PRARIE,SMALL BUSINESS,15327,45,CRITICAL,3
3343,Cust_1188,Prod_9,SHP_4638,21/04/2011,22/04/2011,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,67178,47,MEDIUM,1
3343,Cust_1188,Prod_5,SHP_4638,21/04/2011,22/04/2011,THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,26209,12,MEDIUM,1
3344,Cust_1187,Prod_3,SHP_4639,29/09/2012,01/10/2012,TROY BLACKWELL,MANITOBA,PRARIE,HOME OFFICE,110764,28,MEDIUM,2
3345,Cust_1232,Prod_6,SHP_4640,19/09/2011,21/09/2011,JAMIE FRAZER,MANITOBA,PRARIE,SMALL BUSINESS,111991,25,HIGH,2
3346,Cust_1193,Prod_2,SHP_4641,10/12/2012,12/12/2012,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,353456,12,LOW,2
3346,Cust_1193,Prod_6,SHP_4641,10/12/2012,12/12/2012,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,15527,32,LOW,2
3347,Cust_1193,Prod_6,SHP_4642,05/02/2009,05/02/2009,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,22133,29,CRITICAL,0
3348,Cust_1234,Prod_3,SHP_4643,20/05/2011,22/05/2011,JOSEPH AIRDO,MANITOBA,PRARIE,CORPORATE,7407,25,MEDIUM,2
3348,Cust_1234,Prod_4,SHP_4643,20/05/2011,22/05/2011,JOSEPH AIRDO,MANITOBA,PRARIE,CORPORATE,15290565,29,MEDIUM,2
3349,Cust_1207,Prod_8,SHP_4644,12/05/2009,13/05/2009,EVAN BAILLIET,MANITOBA,PRARIE,CORPORATE,19658,31,NOT SPECIFIED,1
3349,Cust_1207,Prod_15,SHP_4644,12/05/2009,13/05/2009,EVAN BAILLIET,MANITOBA,PRARIE,CORPORATE,85503,7,NOT SPECIFIED,1
335,Cust_127,Prod_13,SHP_448,08/09/2012,08/09/2012,ANDREW GJERTSEN,PRINCE EDWARD ISLAND,ATLANTIC,CONSUMER,21881,36,MEDIUM,0
335,Cust_127,Prod_12,SHP_448,08/09/2012,08/09/2012,ANDREW GJERTSEN,PRINCE EDWARD ISLAND,ATLANTIC,CONSUMER,8381,7,MEDIUM,0
3350,Cust_1235,Prod_12,SHP_4646,26/10/2011,29/10/2011,TRACY COLLINS,MANITOBA,PRARIE,CORPORATE,7519,19,CRITICAL,3
3351,Cust_1198,Prod_17,SHP_4647,07/07/2011,09/07/2011,IRENE MADDOX,MANITOBA,PRARIE,CONSUMER,917232,3,HIGH,2
3351,Cust_1198,Prod_4,SHP_4647,07/07/2011,09/07/2011,IRENE MADDOX,MANITOBA,PRARIE,CONSUMER,102816,23,HIGH,2
3352,Cust_1208,Prod_9,SHP_4648,11/07/2012,12/07/2012,MEG TILLMAN,MANITOBA,PRARIE,SMALL BUSINESS,34623,5,NOT SPECIFIED,1
3353,Cust_1226,Prod_8,SHP_4649,04/11/2009,06/11/2009,THEA HUDGINGS,MANITOBA,PRARIE,CONSUMER,24924,22,HIGH,2
3354,Cust_1236,Prod_1,SHP_4650,31/10/2009,04/11/2009,RACHEL PAYNE,MANITOBA,PRARIE,CONSUMER,13385,9,LOW,4
3355,Cust_1183,Prod_8,SHP_4651,19/10/2009,21/10/2009,TANJA NORVELL,MANITOBA,PRARIE,CONSUMER,782751,50,CRITICAL,2
3356,Cust_1237,Prod_6,SHP_4652,28/02/2011,01/03/2011,CRAIG MOLINARI,MANITOBA,PRARIE,SMALL BUSINESS,7013,13,NOT SPECIFIED,1
3356,Cust_1237,Prod_16,SHP_4652,28/02/2011,01/03/2011,CRAIG MOLINARI,MANITOBA,PRARIE,SMALL BUSINESS,5976,5,NOT SPECIFIED,1
3357,Cust_1218,Prod_8,SHP_4653,28/08/2010,28/08/2010,MIKE GOCKENBACH,MANITOBA,PRARIE,CONSUMER,19575,6,LOW,0
3358,Cust_1228,Prod_4,SHP_4655,30/04/2010,30/04/2010,NORA PELLETIER,MANITOBA,PRARIE,CORPORATE,1397383,46,LOW,0
3358,Cust_1228,Prod_8,SHP_4655,30/04/2010,30/04/2010,NORA PELLETIER,MANITOBA,PRARIE,CORPORATE,514494,22,LOW,0
3358,Cust_1228,Prod_2,SHP_4655,30/04/2010,30/04/2010,NORA PELLETIER,MANITOBA,PRARIE,CORPORATE,18516,3,LOW,0
3359,Cust_1177,Prod_13,SHP_4658,03/01/2010,03/01/2010,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,12852,23,HIGH,0
3359,Cust_1177,Prod_10,SHP_4658,03/01/2010,03/01/2010,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,2838914,33,HIGH,0
3359,Cust_1177,Prod_6,SHP_4658,03/01/2010,03/01/2010,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,28761,43,HIGH,0
3359,Cust_1177,Prod_1,SHP_4658,03/01/2010,03/01/2010,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,101167,41,HIGH,0
336,Cust_121,Prod_11,SHP_450,18/05/2009,18/05/2009,SYLVIA FOULSTON,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,9502736,42,CRITICAL,0
